Cand_Id,Cand_Incumbent_Challenger_Open_Seat,Cand_Name,Cand_Office,Cand_State,GE WINNER INDICATOR,Individual_Contribution,Other_Committee_Contribution,Party_Committee_Contribution,Total_Disbursement,Total_Receipt,year,top_individual_contribution,top_total_disbursement,top_other_comm_contribution,top_party_comm_contribution,in_state,incumbent,open,Cand_Party_Affiliation_DEM,Cand_Party_Affiliation_OTHER,Cand_Party_Affiliation_REP,Cand_Office_St_AK,Cand_Office_St_AL,Cand_Office_St_AR,Cand_Office_St_AZ,Cand_Office_St_CA,Cand_Office_St_CO,Cand_Office_St_CT,Cand_Office_St_DE,Cand_Office_St_FL,Cand_Office_St_GA,Cand_Office_St_HI,Cand_Office_St_IA,Cand_Office_St_ID,Cand_Office_St_IL,Cand_Office_St_IN,Cand_Office_St_KS,Cand_Office_St_KY,Cand_Office_St_LA,Cand_Office_St_MA,Cand_Office_St_MD,Cand_Office_St_ME,Cand_Office_St_MI,Cand_Office_St_MN,Cand_Office_St_MO,Cand_Office_St_MS,Cand_Office_St_MT,Cand_Office_St_NC,Cand_Office_St_ND,Cand_Office_St_NE,Cand_Office_St_NH,Cand_Office_St_NJ,Cand_Office_St_NM,Cand_Office_St_NV,Cand_Office_St_NY,Cand_Office_St_OH,Cand_Office_St_OK,Cand_Office_St_OR,Cand_Office_St_PA,Cand_Office_St_RI,Cand_Office_St_SC,Cand_Office_St_SD,Cand_Office_St_TN,Cand_Office_St_TX,Cand_Office_St_UT,Cand_Office_St_VA,Cand_Office_St_VT,Cand_Office_St_WA,Cand_Office_St_WI,Cand_Office_St_WV,Cand_Office_St_WY
S8WA00103,CHALLENGER,"ENGLERIUS, MAX",S,WA,0,0.0,0.0,0.0,0.0,0.0,2012,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
S0WA00258,CHALLENGER,"CODAY, ARTHUR JR MD",S,WA,0,69157.0,5000.0,0.0,88331.0,87293.0,2012,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
S2WA00296,CHALLENGER,"TRAVIS, NANCY L",S,WA,0,0.0,0.0,0.0,0.0,0.0,2012,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
S8WA00194,INCUMBENT,"CANTWELL, MARIA",S,WA,1,8807894.0,57400.0,3342.0,9168345.0,9423369.0,2012,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
S2WA00304,CHALLENGER,"HORNE, THOMAS MAC",S,WA,0,0.0,0.0,0.0,0.0,0.0,2012,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
S4WA00425,CHALLENGER,"MOVER, MIKE THE",S,WA,0,0.0,0.0,0.0,0.0,0.0,2012,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
S8WA00129,CHALLENGER,"JACKSON, CHARLIE RICHARD",S,WA,0,0.0,0.0,0.0,0.0,0.0,2012,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
S2WA00312,CHALLENGER,"WILSON, TIMMY (DOC)",S,WA,0,0.0,0.0,0.0,0.0,0.0,2012,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
S2WA00320,CHALLENGER,"STOCKWELL, GLEN (STOCKY) R.",S,WA,0,0.0,0.0,0.0,0.0,0.0,2012,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
S0WA00399,CHALLENGER,"BAKER, WILL",S,WA,0,0.0,0.0,0.0,0.0,0.0,2012,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
S2WA00288,CHALLENGER,"BAUMGARTNER, MICHAEL JAMES",S,WA,0,1017373.0,10000.0,0.0,1003560.0,1037428.0,2012,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
S2WI00235,OPEN,"THOMPSON, TOMMY G",S,WI,0,7227843.0,1529827.0,45100.0,9832888.0,9835823.0,2012,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
S2WI00250,OPEN,"SMITH, KIP ALAN",S,WI,0,3613.0,0.0,0.0,9382.0,9382.0,2012,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
S2WI00193,OPEN,"SCHIESS, JOHN T",S,WI,0,0.0,0.0,0.0,0.0,0.0,2012,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
S2WI00201,OPEN,"PAULES, GREGORY",S,WI,0,0.0,0.0,0.0,0.0,0.0,2012,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
S2WI00219,INCUMBENT,"BALDWIN, TAMMY",S,WI,1,13477549.03,1076365.25,5349.56,15650796.55,15089725.69,2012,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
S2WI00227,OPEN,"FITZGERALD, JEFF",S,WI,0,190700.0,25500.0,0.0,211044.0,216838.0,2012,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
S2WI00268,OPEN,"HOVDE, ERIC D",S,WI,0,455132.0,10500.0,0.0,6341188.0,6347593.0,2012,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
S2WI00185,OPEN,"SPADARO, VITTORIO",S,WI,0,0.0,0.0,0.0,0.0,0.0,2012,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
S2WI00276,OPEN,"LUCIA, GEORGE CAMPBELL",S,WI,0,0.0,0.0,0.0,0.0,0.0,2012,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
S2WI00243,OPEN,"LASEE, FRANK G",S,WI,0,23902.0,500.0,0.0,26976.0,26977.0,2012,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
S2WI00292,OPEN,"NIMROD, ALLEN Y.U. III",S,WI,0,0.0,0.0,0.0,0.0,0.0,2012,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
S2WI00284,OPEN,"KEXEL, JOSEPH",S,WI,0,0.0,0.0,0.0,0.0,0.0,2012,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
S8WI00158,OPEN,"NEUMANN, MARK W",S,WI,0,2936423.0,79094.0,0.0,3840418.0,3840243.0,2012,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
S8WV00101,CHALLENGER,"FLETCHER, SHEIRL LEE",S,WV,0,0.0,0.0,0.0,0.0,0.0,2012,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
S4WV00084,CHALLENGER,"RAESE, JOHN REEVES",S,WV,0,516870.0,26550.0,0.0,1610493.0,1607740.0,2012,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
S2WV00070,CHALLENGER,"BABER, BOB HENRY",S,WV,0,0.0,0.0,0.0,0.0,0.0,2012,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
S0WV00090,INCUMBENT,"MANCHIN, JOE III",S,WV,1,2632422.0,2034918.0,0.0,3660906.0,5071896.0,2012,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
S2WY00083,CHALLENGER,"JONES, RYAN JEFFERSON",S,WY,0,0.0,0.0,0.0,0.0,0.0,2012,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
S6WY00068,INCUMBENT,"BARRASSO, JOHN A",S,WY,1,1969782.0,1739819.0,716.0,2003980.0,4012162.0,2012,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
S2WY00091,CHALLENGER,"BRYK, WILLIAM",S,NY,0,0.0,0.0,0.0,0.0,0.0,2012,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
S2WY00109,CHALLENGER,"CHESNUT, TIM",S,WY,0,0.0,0.0,0.0,0.0,0.0,2012,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
S2WY00117,CHALLENGER,"BLEMING, THOMAS",S,WY,0,0.0,0.0,0.0,0.0,0.0,2012,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
S2WY00125,CHALLENGER,"MAVY, EMMETT A.",S,WY,0,0.0,0.0,0.0,0.0,0.0,2012,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
S4WY00030,CHALLENGER,"HAMBURG, AL",S,WY,0,0.0,0.0,0.0,0.0,0.0,2012,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
S2WY00133,CHALLENGER,"OTTO, JOEL",S,WY,0,0.0,0.0,0.0,0.0,0.0,2012,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
S8AK00090,INCUMBENT,"BEGICH, MARK",S,AK,0,6020171.0,2546930.0,1000.0,9883505.0,8950661.0,2014,1,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S4AK00214,CHALLENGER,"SULLIVAN, DAN",S,AK,1,5966351.0,834683.0,45400.0,7797251.0,7977268.0,2014,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S4AK00206,CHALLENGER,"TREADWELL, MEAD",S,AK,0,1020738.0,15901.0,0.0,1301903.0,1289165.85,2014,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S0AK00121,CHALLENGER,"MILLER, JOSEPH W",S,AK,0,359363.0,17500.0,0.0,758491.0,431433.0,2014,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S4AK00198,CHALLENGER,"JARAMILLO, JOHN MICHAEL",S,AK,0,0.0,0.0,0.0,0.0,0.0,2014,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S0AK00162,CHALLENGER,"HILL, SID",S,AK,0,0.0,0.0,0.0,0.0,0.0,2014,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S4AK00115,CHALLENGER,"GIANOUTSOS, TED",S,AK,0,0.0,0.0,0.0,0.0,0.0,2014,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S4AK00289,CHALLENGER,"GODFREY, SEAN",S,AK,0,0.0,0.0,0.0,0.0,0.0,2014,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S4AK00222,CHALLENGER,"BRYK, WILLIAM 'BILL'",S,NY,0,0.0,0.0,0.0,0.0,0.0,2014,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S4AK00230,CHALLENGER,"FISH, MARK S.",S,AK,0,0.0,0.0,0.0,0.0,0.0,2014,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S4AK00248,CHALLENGER,"KOHLHASS, SCOTT A.",S,AK,0,0.0,0.0,0.0,0.0,0.0,2014,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S4AK00255,CHALLENGER,"WALKER, THOM M.",S,AK,0,0.0,0.0,0.0,0.0,0.0,2014,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S4AK00263,CHALLENGER,"KILE, ZACHARY",S,AK,0,0.0,0.0,0.0,0.0,0.0,2014,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S4AK00271,CHALLENGER,"KOHRING, VIC",S,AK,0,0.0,0.0,0.0,0.0,0.0,2014,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S6AL00195,INCUMBENT,"SESSIONS, JEFF",S,AL,1,381899.0,825945.0,0.0,1335847.0,1382806.0,2014,1,1,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S4AL00091,CHALLENGER,"WILLIAMS, VICTOR SANCHEZ",S,MD,0,0.0,0.0,0.0,4247.0,4497.0,2014,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S4AR00103,CHALLENGER,"COTTON, THOMAS",S,AR,1,10892504.11,1853167.95,65525.0,13814166.59,13911690.06,2014,1,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S0AR00028,INCUMBENT,"PRYOR, MARK LUNSFORD",S,AR,0,8000604.0,3293383.0,45400.0,13215385.0,11616728.0,2014,0,0,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S4AR00137,CHALLENGER,"PFLEEGOR, SCOTT",S,AR,0,0.0,0.0,0.0,0.0,0.0,2014,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S4AR00111,CHALLENGER,"SWANEY, MARK H.",S,AR,0,0.0,0.0,0.0,0.0,0.0,2014,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S4AR00129,CHALLENGER,"LAFRANCE, NATHAN",S,AR,0,0.0,0.0,0.0,0.0,0.0,2014,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S8CO00172,INCUMBENT,"UDALL, MARK E",S,CO,0,13414189.0,2842094.0,7940.0,18599732.0,17414062.0,2014,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S4CO00395,CHALLENGER,"GARDNER, CORY",S,CO,1,8725449.0,2427288.0,46950.0,12490384.37,12302236.3,2014,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S0CO00237,CHALLENGER,"BUCK, KENNETH R",S,CO,0,1004309.64,299350.0,0.0,1268048.88,1336178.64,2014,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S4CO00338,CHALLENGER,"HILL, OWEN",S,CO,0,351541.0,15100.0,0.0,346221.0,401706.0,2014,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S4CO00387,CHALLENGER,"SHOGAN, STEPHEN H",S,CO,0,99501.0,0.0,0.0,239647.0,237701.0,2014,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S4CO00379,CHALLENGER,"TRUJILLO, FLOYD",S,CO,0,24680.0,0.0,0.0,120597.0,121755.0,2014,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S4CO00353,CHALLENGER,"STEPHENS, AMY",S,CO,0,81741.0,0.0,0.0,116184.0,112765.0,2014,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S4CO00320,CHALLENGER,"MCMILLAN, JAIME",S,CO,0,1010.0,0.0,0.0,17808.0,14010.0,2014,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S4CO00346,CHALLENGER,"BAUMGARDNER, RANDY L",S,CO,0,9352.0,0.0,0.0,14497.0,9656.0,2014,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S4CO00361,CHALLENGER,"ASPIRI, MARK HANDLEY",S,CO,0,0.0,0.0,0.0,0.0,0.0,2014,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S4CO00296,CHALLENGER,"ACOSTA, RAUL",S,CO,0,0.0,0.0,0.0,0.0,0.0,2014,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S4CO00403,CHALLENGER,"KENT, GAYLON",S,CO,0,0.0,0.0,0.0,0.0,0.0,2014,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S4CO00411,CHALLENGER,"HAMMONS, BILL",S,CO,0,0.0,0.0,0.0,0.0,0.0,2014,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S4CO00429,CHALLENGER,"WILLOUGHBY, DONALD",S,CO,0,0.0,0.0,0.0,0.0,0.0,2014,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S4CO00437,CHALLENGER,"CUNNINGHAM, KATHLEEN ROSEWATER",S,CO,0,0.0,0.0,0.0,0.0,0.0,2014,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
